,Make,Model,year,CC,distance,transmission,color,price
5146,Skoda,Octavia A4,2006,1600,250000,automatic,Gray,136000
5147,Renault,Logan,2016,1600,125000,manual,Dark red,118000
5148,Lada,Priora,2010,1600,120000,manual,Black,70000
5149,Mitsubishi,Lancer,2017,1600,100000,automatic,Gold,220000
5150,Chevrolet,Lanos,2016,1500,92000,manual,Dark blue,118000
5151,Hyundai,Verna,2014,1600,140000,automatic,Black,130000
5152,Nissan,Sunny,2018,1600,85000,automatic,Silver,168000
5153,Nissan,Sunny,2017,1600,158000,automatic,Black,153000
5154,Hyundai,Verna,2015,1600,130000,manual,Black,125000
5155,Mitsubishi,Lancer,2007,1600,170000,automatic,Light grey,130000
5156,Hyundai,Verna,2012,1600,70000,manual,Black,113000
5157,Chevrolet,Lanos,2013,1600,220000,manual,Dark red,92000
5158,Hyundai,Elantra HD,2019,1600,62000,automatic,Silver,270000
5159,Byd,F3,2018,1600,82000,manual,Black,143000
5160,Hyundai,Verna,2007,1600,116000,manual,Silver,85000
5161,Hyundai,Verna,2009,1600,200000,manual,Silver,100000
5162,Geely,Emgrand 7,2017,1400,280000,manual,Gray,85000
5163,Daewoo,Nubira 2,2005,1600,181000,manual,Green,85000
5164,Hyundai,Elantra MD,2011,1600,93000,automatic,Light grey,185000
5165,Fiat,Siena,2002,1400,85000,manual,Dark red,49000
5166,Brilliance,FSV,2013,1500,245000,automatic,Silver,120000
5167,Daewoo,Lanos,2008,1500,74000,manual,Silver,72000
5168,Byd,F3,2018,1500,40000,manual,Gray,140000
5169,Chevrolet,Lanos,2014,1400,110000,manual,Light grey,110000
5170,Kia,Rio,2001,1500,200000,manual,Gold,75000
5171,Renault,Megane,2007,1600,150000,automatic,Black,125000
5172,Changan,V7,2016,1600,81000,automatic,Dark red,170000
5173,Geely,Emgrand 7,2014,1500,145000,manual,Black,88000
5174,Skoda,Octavia A4,2009,1600,238000,automatic,Black,138000
5175,Daewoo,Lanos 2,2005,1500,180000,manual,Blue,75000
5176,Hyundai,Elantra HD,2018,1600,119000,automatic,Bronze,205000
5177,Nissan,Sunny,2019,1600,85000,automatic,Black,190000
5178,Mitsubishi,Lancer,2015,1600,184000,automatic,Red,210000
5179,Hyundai,Elantra AD,2020,1600,100000,automatic,Red,300000
5180,Byd,F3,2018,1600,160000,manual,Light grey,140000
5181,Chevrolet,Aveo,2007,1600,120000,manual,Silver,102000
5182,Hyundai,Accent RB,2015,1500,170000,automatic,Black,175000
5183,Renault,Logan,2013,1600,95500,automatic,Blue,124000
5184,Renault,Megane,2008,1600,194000,automatic,Black,125000
5185,Daewoo,Nubira 2,2006,1600,116000,automatic,Black,100000
5186,Geely,Emgrand 7,2014,1500,135000,manual,Blue,105000
5187,Skoda,Fantasia,2011,1500,139000,automatic,Black,250000
5188,Citroën,C Elysee,2014,1600,188000,automatic,Black,140000
5189,Chevrolet,Optra,2014,1600,165000,automatic,Black,170000
5190,Hyundai,Elantra,2010,1600,145000,automatic,Dark blue,160000
5191,Skoda,Octavia A5,2005,1600,160000,automatic,Green,155000
5192,Skoda,Octavia A4,2004,1600,150000,manual,Cyan,140000
5193,Skoda,Fantasia,2010,1600,110000,automatic,Black,190000
5194,Byd,F3,2019,1500,60000,manual,Mocha,150000
5195,Geely,Emgrand 7,2014,1600,170000,manual,Red,110000
5196,Hyundai,Elantra MD,2016,1600,95000,automatic,Gold,265000
5197,Chevrolet,Aveo,2012,1600,250000,manual,Silver,80000
5198,Kia,Cerato,2014,1600,150000,automatic,Black,250000
5199,Skoda,Octavia A4,2000,1600,209000,manual,Silver,108000
5200,Opel,Vectra,1996,1600,300000,manual,White,55000
5201,Nissan,Sunny,2011,1600,78000,manual,Black,143000
5202,Skoda,Octavia A4,2001,1600,300000,manual,Blue,110000
5203,Chery,Envy,2018,1500,196000,manual,Dark red,110000
5204,Ford,Focus,2008,1600,170000,automatic,Blue,145000
5205,Kia,Cerato,2010,1600,180000,automatic,Black,198000
5206,Byd,F3,2018,1600,200000,manual,Silver,128000
5207,Kia,Cerato,2012,1600,136000,automatic,Dark red,168000
5208,Chevrolet,Lanos,2015,1500,42000,manual,Blue,125000
5209,Hyundai,Elantra,2008,1600,150000,automatic,Cyan,163000
5210,Lada,2107,2007,1500,65000,manual,White,55000
5211,Nissan,Sunny,2010,1600,150000,automatic,Black,128000
5212,Mitsubishi,Lancer,2007,1600,350000,manual,Black,120000
5213,Opel,Vectra,1997,1600,180000,manual,Red,80000
5214,Mitsubishi,Lancer,2002,1600,225000,manual,Silver,100000
5215,Opel,Astra,2013,1600,200000,automatic,Mocha,170000
5216,Hyundai,Excel,1998,1500,150000,manual,Beige,35000
5217,Daewoo,Nubira 2,2002,1600,273000,manual,Black,63000
5218,Kia,Shuma,2000,1600,200000,manual,Black,80000
5219,Byd,F3,2018,1500,240000,manual,Dark red,120000
5220,Hyundai,Excel,1997,1500,200000,manual,Dark blue,45000
5221,Geely,Emgrand 7,2015,1500,160000,automatic,Light grey,110000
5222,Mitsubishi,Lancer,2015,1600,150000,automatic,Black,300000
5223,Peugeot,301,2014,1600,114000,automatic,Brown,160000
5224,Skoda,Octavia A4,2000,1600,210000,manual,Dark blue,115000
5225,Nissan,Sunny,2013,1600,150000,automatic,Black,165000
5226,Hyundai,Elantra HD,2020,1500,37000,automatic,White,285000
5227,Speranza,A516,2007,1600,130000,manual,Silver,70000
5228,Chevrolet,Lanos,2013,1500,156000,manual,Dark red,110000
5229,Seat,Ibiza,2019,1600,37000,automatic,Dark red,330000
5230,Hyundai,Elantra AD,2020,1600,20000,automatic,Black,305000
5231,Byd,L3,2015,1500,80000,automatic,Silver,127000
5232,Chevrolet,Cruze,2010,1600,110000,automatic,Silver,145000
5233,Chevrolet,Cruze,2015,1600,200000,automatic,Light grey,150000
5234,Chevrolet,Optra,2020,1600,17500,automatic,Blue,210000
5235,Daewoo,Lanos 2,2001,1500,95000,automatic,Petroleum,85000
5236,Kia,Rio,2011,1600,150000,automatic,Black,155000
5237,Hyundai,Verna,2014,1600,105000,manual,Light grey,135000
5238,Daewoo,Lanos,2005,1500,75000,manual,Green,87000
5239,Daewoo,Lanos,2008,1500,99000,manual,Dark green,100000
5240,Lada,2107,2013,1600,39000,manual,Silver,47000
5241,Daewoo,Lanos 2,2008,1600,200000,manual,Cyan,85000
5242,Hyundai,Verna,2017,1600,75000,manual,Red,142000
5243,Volkswagen,Passat,2007,1600,210000,automatic,Gray,195000
5244,Chery,Arrizo 5,2020,1600,70000,automatic,Silver,175000
5245,Peugeot,405,1997,1600,200000,manual,Dark blue,60000
5246,Renault,Megane,2001,1600,162000,automatic,Gray,60000
5247,Renault,Logan,2017,1600,85000,automatic,Black,170000
5248,Saipa,Pride,2009,1600,106000,manual,Dark red,57000
5249,Hyundai,Elantra MD,2015,1600,85000,automatic,Silver,245000
5250,Honda,Civic,2007,1600,215000,automatic,Gold,165000
5251,Hyundai,Elantra HD,2019,1600,139000,automatic,White,270000
5252,Daewoo,Lanos,2001,1500,240000,manual,White,62000
5253,Hyundai,Verna,2012,1600,26000,manual,Dark blue,92000
5254,Renault,Logan,2015,1600,85000,manual,Dark red,145000
5255,Daewoo,Nubira 1,1997,1600,200000,automatic,Silver,70000
5256,Kia,Rio,2001,1500,200000,automatic,Dark green,75000
5257,Mitsubishi,Lancer,2006,1500,200000,automatic,Silver,130000
5258,Chery,Envy,2018,1600,180000,manual,Gray,110000
5259,Byd,F3,2014,1600,150000,manual,White,105000
5260,Nissan,Sunny,2010,1600,220000,automatic,Gold,100000
5261,Kia,Cerato,2013,1600,250000,automatic,Dark red,150000
5262,Chevrolet,Aveo,2007,1600,190000,manual,Gray,100000
5263,Daewoo,Lanos,2012,1500,119164,manual,Light grey,90000
5264,BMW,316,2013,1600,130000,automatic,Black,302000
5265,Chevrolet,Sonic,2012,1500,152000,manual,Black,120000
5266,Mitsubishi,Lancer,2016,1600,65000,automatic,Black,220000
5267,Kia,Optima,2016,1600,80000,automatic,Blue,295000
5268,Proton,Gen 2,2014,1600,125000,manual,Black,125000
5269,MG,5,2014,1500,140000,automatic,Black,145000
5270,Hyundai,Verna,2004,1600,230000,manual,Cyan,130000
5271,Honda,Civic,2008,1600,224000,automatic,Black,175000
5272,Kia,Sephia,1995,1500,200000,manual,Eggplant,42000
5273,Chevrolet,Optra,2008,1600,190000,automatic,Dark red,130000
5274,Hyundai,Verna,2007,1600,250000,manual,Gray,75000
5275,Mitsubishi,Lancer,2016,1600,49000,automatic,Black,240000
5276,Skoda,Octavia A4,2007,1600,170000,manual,Champagne,122000
5277,Fiat,Shahin,2010,1400,110000,manual,Black,55000
5278,Peugeot,405,1995,1600,200000,manual,Red,65000
5279,Opel,Vectra,1998,1600,190000,manual,White,77000
5280,Kia,Shuma,2000,1600,160000,automatic,Black,80000
5281,Lada,Granta,2016,1600,230000,automatic,Mocha,120000
5282,Hyundai,Accent RB,2015,1600,190000,automatic,White,178000
5283,Kia,Cerato,2010,1600,136000,automatic,Black,190000
5284,Renault,Megane,2020,1600,39000,automatic,White,320000
5285,Nissan,Sunny,2019,1500,119000,automatic,Bronze,172000
5286,Fiat,Shahin,1994,1500,350000,manual,Red,35000
5287,Nissan,Sunny,2019,1500,69000,automatic,Bronze,207000
5288,Daewoo,Nubira 2,2009,1500,190000,manual,Silver,98000
5289,Daewoo,Lanos,2001,1500,70000,manual,White,75000
5290,Kia,Cerato,2010,1600,240000,automatic,Red,185000
5291,Hyundai,Avante,2002,1600,250000,automatic,White,118000
5292,Chevrolet,Aveo,2010,1500,93000,manual,Silver,107000
5293,Skoda,Octavia A7,2015,1600,145000,automatic,White,270000
5294,Chevrolet,Lanos,2015,1500,97000,manual,Dark red,105000
5295,Hyundai,Excel,1996,1600,150000,manual,Blue,35000
5296,Nissan,Sunny,2007,1600,220000,manual,Black,105000
5297,Daewoo,Nubira 2,2004,1600,165000,automatic,Dark red,88000
5298,Chevrolet,Optra,2019,1600,92000,automatic,Black,185000
5299,Hyundai,Verna,2007,1600,120000,manual,Dark red,90000
5300,Chevrolet,Aveo,2012,1600,170000,manual,Dark red,120000
5301,Toyota,Corolla,2019,1600,55000,automatic,Red,333000
5302,Chevrolet,Optra,2008,1600,50000,manual,Black,115000
5303,Daewoo,Lanos,2000,1500,190000,manual,Gold,83000
5304,Peugeot,207,2009,1600,170000,automatic,Light grey,127000
5305,Haima,M3,2018,1500,75000,automatic,Silver,130000
5306,Kia,Pride,2010,1400,90000,manual,Gray,55000
5307,Chevrolet,Cruze,2010,1600,110000,manual,Dark red,125000
5308,Daewoo,Lanos 2,2008,1500,230000,manual,Green,80000
5309,Hyundai,Elantra,2008,1600,197000,manual,Black,125000
5310,Speranza,A516,2010,1500,110000,manual,Black,78000
5311,Mazda,3 || Mazda 3,2007,1600,190000,automatic,Black,145000
5312,Nissan,Sunny,2016,1600,126000,automatic,Mocha,152000
5313,Daewoo,Lanos,1997,1600,150000,automatic,White,80000
5314,Chevrolet,Lanos,2013,1600,150000,manual,Cyan,93000
5315,Toyota,Corolla,1998,1500,200000,manual,Eggplant,80000
5316,Hyundai,Verna,2007,1600,200000,manual,Black,86000
5317,Daewoo,Nubira 2,1999,1500,200000,manual,Gray,85000
5318,Daewoo,Nubira 2,2009,1600,160000,manual,Dark blue,95000
5319,Chevrolet,Aveo,2008,1600,150000,automatic,Silver,110000
5320,Opel,Astra,2014,1600,119000,automatic,Light grey,210000
5321,Hyundai,Verna,2013,1600,130000,automatic,Dark red,145000
5322,Renault,Fluence,2016,1600,135000,automatic,Silver,230000
5323,Renault,Clio,2001,1400,325000,manual,Gold,70000
5324,Hyundai,Avante,2001,1600,240000,automatic,Gold,110000
5325,Speranza,A516,2008,1600,88000,manual,Champagne,77000
5326,Chevrolet,Optra,2007,1600,107000,manual,Black,105000
5327,Toyota,Corolla,2013,1600,128000,automatic,Silver,238000
5328,Skoda,Octavia A5,2006,1600,170000,automatic,Silver,130000
5329,Hyundai,Verna,2016,1600,40000,manual,Light grey,150000
5330,Chevrolet,Optra,2010,1600,145000,automatic,Dark red,130000
5331,Daewoo,Nubira 2,2002,1600,200000,automatic,Gold,95000
5332,Hyundai,Elantra MD,2014,1600,150000,automatic,Silver,243000
5333,Renault,Logan,2011,1600,169000,manual,Black,90000
5334,Renault,Logan,2015,1600,95000,manual,Blue,129000
5335,Geely,Emgrand 7,2015,1500,240000,manual,Dark red,116000
5336,Hyundai,Avante,2006,1600,10000,automatic,Silver,125000
5337,Kia,Cerato,2019,1600,29000,automatic,White,330000
5338,Geely,Emgrand 7,2015,1500,116000,manual,Gray,98000
5339,Chevrolet,Aveo,2018,1500,88000,automatic,Gray,180000
5340,Hyundai,Elantra MD,2012,1600,190000,automatic,Dark red,190000
5341,Nissan,Sunny,2020,1500,40000,automatic,Red,215000
5342,Nissan,Sunny,2014,1600,15000,automatic,Mocha,145000
5343,Lada,2107,2008,1600,10000,manual,White,37000
5344,Hyundai,Avante,2006,1600,200000,automatic,Silver,145000
5345,Ford,Focus,2006,1600,8700,automatic,Light grey,125000
5346,Nissan,Sunny,2014,1600,119000,automatic,Black,145000
5347,Chevrolet,Aveo,2006,1500,190000,manual,Silver,76000
5348,MG,360 || MG 360,2019,1500,75000,automatic,Light grey,185000
5349,Toyota,Corolla,2002,1600,80000,automatic,Silver,230000
5350,Hyundai,Elantra MD,2012,1600,128000,automatic,Cyan,255000
5351,Kia,Cerato,2010,1600,150000,automatic,Black,190000
5352,Renault,Logan,2020,1600,55000,automatic,Gray,180000
5353,Opel,Astra,2015,1600,170000,automatic,Brown,220000
5354,Byd,F3,2016,1500,170000,manual,Dark red,110000
5355,Chevrolet,Lanos,2010,1500,130000,manual,Light grey,88000
5356,Kia,Cerato,2010,1600,150000,automatic,Red,190000
5357,Daewoo,Lanos,1997,1500,171000,manual,Dark green,65000
5358,Kia,Rio,2003,1600,200000,manual,Silver,83000
5359,BMW,316,2014,1600,180000,automatic,Mocha,345000
5360,Chevrolet,Aveo,2007,1500,130000,manual,Black,90000
5361,Hyundai,Solaris,2016,1600,89000,automatic,Blue,165000
5362,Renault,Logan,2012,1600,170000,automatic,Black,105000
5363,Volkswagen,Passat,2011,1400,125000,automatic,Black,250000
5364,Renault,Scala,2010,1600,120000,automatic,Silver,120000
5365,Lada,2107,2009,1600,200000,manual,White,37000
5366,Nissan,Sunny,2014,1500,68000,automatic,Bronze,160000
5367,Mitsubishi,Lancer,2007,1600,134000,automatic,Light grey,160000
5368,Hyundai,Elantra,1996,1600,200000,manual,Silver,52000
5369,Hyundai,Excel,1992,1500,250000,manual,White,45000
5370,Chevrolet,Lanos,2016,1500,130000,manual,Blue,115000
5371,Seat,Toledo,1996,1600,166000,manual,Red,37000
5372,Hyundai,Excel,1995,1500,170000,manual,Cyan,49500
5373,Proton,Gen 2,2010,1600,199000,automatic,White,105000
5374,Hyundai,Verna,2015,1600,200000,manual,White,125000
5375,Geely,Emgrand 7,2016,1500,40000,manual,Silver,145000
5376,Hyundai,Excel,1998,1500,150000,manual,Gold,47000
5377,Renault,Logan,2012,1600,77000,manual,Gray,112000
5378,Skoda,Octavia A4,1998,1600,170000,manual,Dark red,105000
5379,Opel,Vectra,2007,1600,120000,manual,Dark blue,145000
5380,Geely,Imperial,2019,1600,24000,automatic,Black,139000
5381,Kia,Cerato,2019,1600,92000,automatic,Red,325000
5382,Chevrolet,Aveo,2019,1600,25000,automatic,Red,188000
5383,Geely,Emgrand 7,2015,1500,150000,manual,Gray,110000
5384,Fiat,Tempra,1990,1600,170000,manual,White,37000
5385,Opel,Astra,2020,1400,30000,automatic,Gray,285000
5386,Mitsubishi,Lancer,2016,1600,110000,automatic,Silver,205000
5387,Mitsubishi,Lancer,2015,1600,150000,automatic,Light grey,238000
5388,Nissan,Sunny,2011,1600,78000,automatic,Black,135000
5389,Chevrolet,Cruze,2013,1600,200000,automatic,Dark red,145000
5390,Fiat,Siena,2002,1400,200000,manual,Silver,55000
5391,Renault,Logan,2015,1600,110000,manual,Black,115000
5392,Toyota,Corolla,2013,1600,229000,automatic,Light grey,229000
5393,Fiat,Siena,2000,1600,110000,manual,Gold,38000
5394,Hyundai,Verna,2008,1600,250000,manual,Black,45000
5395,Proton,Gen 2,2009,1600,130000,automatic,Black,125000
5396,Fiat,Tempra,1994,1600,200000,manual,White,42000
5397,Proton,Saga,2009,1600,200000,automatic,Black,110000
5398,Nissan,Sunny,2015,1600,150000,automatic,Gray,125000
5399,Nissan,Sunny,2019,1600,87000,automatic,Silver,175000
5400,Skoda,Octavia A4,2002,1600,220000,automatic,Dark blue,90000
5401,Renault,Rainbow,1997,1600,200000,manual,Gray,38000
5402,Chevrolet,Lanos,2011,1500,60000,manual,Silver,98000
5403,Nissan,Sunny,2017,1500,45000,automatic,Silver,175000
5404,Kia,Cerato,2010,1600,134000,automatic,White,175000
5405,Mitsubishi,Lancer,2015,1600,39000,automatic,Silver,230000
5406,Chevrolet,Aveo,2012,1400,142000,manual,Light grey,98000
5407,Chevrolet,Cruze,2011,1600,170000,automatic,Black,135000
5408,Renault,Logan,2011,1500,170000,manual,Red,85000
5409,Chevrolet,Aveo,2011,1500,110000,automatic,Dark red,118000
5410,Hyundai,Elantra,2005,1600,162000,manual,Silver,120000
5411,Hyundai,Accent RB,2012,1600,190000,automatic,Black,158000
5412,Fiat,Shahin,2006,1400,95000,manual,Silver,60000
5413,Hyundai,Verna,2016,1600,180000,manual,Gray,100000
5414,Hyundai,Verna,2007,1600,190000,manual,Silver,85000
5415,Skoda,Octavia A5,2008,1600,160000,automatic,Silver,180000
5416,Hyundai,Verna,2007,1600,200000,manual,Black,63000
5417,Renault,Logan,2018,1600,67000,automatic,White,160000
5418,Byd,F3,2018,1600,16227,manual,Silver,145000
5419,Hyundai,Accent RB,2012,1600,100000,automatic,Brown,180000
5420,Speranza,A516,2012,1400,110000,manual,Gray,85000
5421,Byd,L3,2016,1500,250000,manual,Silver,118000
5422,Hyundai,Verna,2016,1600,130000,manual,Black,120000
5423,Renault,Logan,2019,1600,27000,automatic,Gray,200000
5424,Mitsubishi,Lancer,2016,1600,86000,automatic,Silver,210000
5425,Hyundai,Elantra HD,2017,1600,57000,automatic,Dark red,230000
5426,Mitsubishi,Lancer,2007,1600,200000,automatic,Silver,145000
5427,Fiat,Petra,2003,1600,200000,manual,Silver,60000
5428,Hyundai,Verna,2011,1600,200000,automatic,Silver,117000
5429,Volkswagen,Jetta,2009,1600,109000,automatic,Silver,225000
5430,Daewoo,Nubira 1,1997,1600,200000,manual,White,58000
5431,Nissan,Sentra,2015,1600,150000,automatic,White,210000
5432,Daewoo,Lanos,1999,1600,200000,manual,Dark red,74000
5433,Hyundai,Verna,2010,1600,185000,automatic,Black,130000
5434,Hyundai,Elantra MD,2012,1600,190000,automatic,Black,230000
5435,Mercedes,C 180,2011,1600,153000,automatic,White,350000
5436,Mitsubishi,Lancer,2007,1600,190000,manual,Dark blue,95000
5437,Peugeot,301,2019,1600,100000,automatic,Black,185000
5438,Nissan,Sunny,2009,1600,130000,automatic,Silver,152000
5439,Renault,Logan,2017,1600,56000,automatic,Silver,175000
5440,Skoda,Octavia A4,1998,1600,190000,automatic,Silver,125000
5441,Nissan,Sunny,2016,1600,67000,automatic,Red,130000
5442,Hyundai,Excel,1998,1500,200000,manual,Dark red,60000
5443,Opel,Astra,2020,1400,89000,automatic,Light grey,250000
5444,Chevrolet,Cruze,2016,1600,150000,automatic,Silver,169000
5445,Renault,Megane,2006,1600,169000,automatic,Dark blue,120000
5446,Fiat,Shahin,2002,1400,174200,manual,Dark red,52000
5447,Nissan,Sunny,2013,1600,33000,automatic,Red,160000
5448,Renault,Logan,2012,1600,91000,manual,Red,115000
5449,Fiat,Tempra,1997,1600,200000,manual,Dark red,45000
5450,Chevrolet,Aveo,2007,1500,120000,manual,Dark red,95000
5451,Proton,Gen 2,2014,1600,125000,automatic,Silver,150000
5452,Chevrolet,Aveo,2011,1600,130000,manual,Red,113500
5453,Byd,F3,2018,1500,85000,manual,Red,143000
5454,Nissan,Sunny,2017,1600,88000,automatic,Champagne,175000
5455,Daewoo,Lanos 2,2000,1500,190000,automatic,White,82000
5456,Byd,F3,2015,1600,95000,manual,White,105000
5457,Skoda,Fantasia,2013,1600,170000,automatic,Gray,248000
5458,Chevrolet,Aveo,2008,1500,183000,manual,Black,85000
5459,Renault,Logan,2013,1600,170000,manual,Cyan,105000
5460,Nissan,Sunny,2013,1600,150000,automatic,Gray,145000
5461,Hyundai,Verna,2010,1600,230000,manual,Black,94000
5462,Chevrolet,Optra,2006,1600,95000,manual,Dark red,100000
5463,Skoda,Octavia A4,2006,1600,126000,manual,Silver,135000
5464,Seat,Ibiza,2010,1600,67000,automatic,Dark red,144000
5465,Toyota,Corolla,2017,1600,57310,automatic,Black,330000
5466,Geely,Emgrand 7,2015,1600,150000,manual,Black,110000
5467,Hyundai,Elantra,2005,1600,139000,automatic,Gray,125000
5468,Hyundai,Elantra HD,2019,1600,13000,automatic,Light grey,249000
5469,Hyundai,Verna,2016,1600,200300,manual,White,108000
5470,Geely,Emgrand 7,2015,1600,195000,manual,Light grey,100000
5471,Chevrolet,Optra,2019,1600,200000,automatic,Light grey,168000
5472,Geely,Emgrand 7,2013,1600,300000,manual,Red,85000
5473,Nissan,Sunny,2018,1500,50000,automatic,Red,190000
5474,Chevrolet,Aveo,2011,1500,260000,manual,Black,95000
5475,Lifan,520,2007,1500,200000,manual,Silver,50000
5476,Honda,Civic,2010,1600,290000,automatic,Silver,200000
5477,Renault,Clio,1995,1400,100000,manual,Dark blue,40000
5478,Daewoo,Nubira 2,2000,1600,141000,manual,Silver,85000
5479,Daewoo,Nubira 2,2000,1600,230000,automatic,Gold,80000
5480,Hyundai,Accent,2006,1500,120000,manual,Silver,75000
5481,Daewoo,Nubira 2,2001,1500,120000,automatic,Silver,97000
5482,Chevrolet,Optra,2008,1600,145000,manual,Black,100000
5483,Chevrolet,Lanos,2013,1500,147000,manual,Silver,100000
5484,Hyundai,Accent,2010,1600,79000,automatic,Champagne,155000
5485,Renault,Logan,2012,1600,224000,manual,Silver,95000
5486,Skoda,Octavia A4,2000,1600,230000,manual,Silver,115000
5487,Daewoo,Nubira 2,2001,1600,300000,manual,Black,70000
5488,Chevrolet,Cruze,2010,1600,150000,manual,Gray,130000
5489,Mitsubishi,Lancer,1998,1600,170000,manual,Silver,80000
5490,Renault,Logan,2016,1600,85000,manual,Red,120000
5491,Renault,Logan,2014,1600,190000,manual,Blue,115000
5492,Proton,Gen 2,2007,1600,177000,manual,Orange,100000
5493,Lada,Granta,2019,1600,27000,manual,Light grey,130000
5494,Kia,Pegas,2020,1400,15000,automatic,Dark blue,235000
5495,Seat,Toledo,2016,1600,107000,automatic,Gray,225000
